simulation_key,conductivity_ms_cm,conductivity_uncertainty_ms_cm,cluster_id,original_row_index,salt_conc,temperature,q_scale,cluster_rank_in_sampling,source_row_number,weighted_permittivity,weighted_viscosity_mpa_s_25c,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,conductivity,cluster_size_x,cluster_sampling_order,cluster_size_y,mean_weighted_permittivity,mean_weighted_viscosity_mpa_s_25c,job_id,folder_name,collection_status,conductivity_raw_line,folder_path,output_file,doi,representative_doi,cation_name,anion_name,solvents,solvent_fracs,selection_reason,composition_summary,duplicate_identity,cluster_id_str,electrolyte_group,n_collapsed_simulations
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.8",6.8336,2.1123,3,126.0,1.0,298.0,0.8,2.0,77.0,63.23,1.507,63.23,1.507,8.886666667,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank02_row126_q0p80,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q080,parsed,Ionic conductivity = 6.8336 ± 2.1123 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q080/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.7,0.3]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.85",5.7259,1.1465,3,126.0,1.0,298.0,0.85,2.0,77.0,63.23,1.507,63.23,1.507,8.886666667,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank02_row126_q0p85,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q085,parsed,Ionic conductivity = 5.7259 ± 1.1465 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q085/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.7,0.3]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.9",4.7655,0.9592,3,126.0,1.0,298.0,0.9,2.0,77.0,63.23,1.507,63.23,1.507,8.886666667,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank02_row126_q0p90,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q090,parsed,Ionic conductivity = 4.7655 ± 0.9592 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q090/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.7,0.3]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",1
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.7",15.4359,2.8211,2,3786.0,0.5,342.1636336,0.7,1.0,271.0,7.2,0.39,3.6,0.195,2.579896064,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank01_row3786_q0p70,Li_ClO4_0p5M_DME1p0_T342p1636336_q070,parsed,Ionic conductivity = 15.4359 ± 2.8211 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q070/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,"[""DME""]",[1.0],representative_row_index from cluster_summary.csv,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",1
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.75",6.8456,1.9591,2,3786.0,0.5,342.1636336,0.75,1.0,271.0,7.2,0.39,3.6,0.195,2.579896064,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank01_row3786_q0p75,Li_ClO4_0p5M_DME1p0_T342p1636336_q075,parsed,Ionic conductivity = 6.8456 ± 1.9591 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q075/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,"[""DME""]",[1.0],representative_row_index from cluster_summary.csv,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",1
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.8",0.8061,0.5642,2,3786.0,0.5,342.1636336,0.8,1.0,271.0,7.2,0.39,3.6,0.195,2.579896064,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank01_row3786_q0p80,Li_ClO4_0p5M_DME1p0_T342p1636336_q080,parsed,Ionic conductivity = 0.8061 ± 0.5642 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q080/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,"[""DME""]",[1.0],representative_row_index from cluster_summary.csv,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",1
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.85",0.0809,0.0338,2,3786.0,0.5,342.1636336,0.85,1.0,271.0,7.2,0.39,3.6,0.195,2.579896064,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank01_row3786_q0p85,Li_ClO4_0p5M_DME1p0_T342p1636336_q085,parsed,Ionic conductivity = 0.0809 ± 0.0338 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q085/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,"[""DME""]",[1.0],representative_row_index from cluster_summary.csv,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",1
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.9",0.0786,0.0385,2,3786.0,0.5,342.1636336,0.9,1.0,271.0,7.2,0.39,3.6,0.195,2.579896064,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank01_row3786_q0p90,Li_ClO4_0p5M_DME1p0_T342p1636336_q090,parsed,Ionic conductivity = 0.0786 ± 0.0385 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q090/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,"[""DME""]",[1.0],representative_row_index from cluster_summary.csv,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.7",7.3479,1.8302,2,119.0,1.0,298.0,0.7,2.0,70.0,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank02_row119_q0p70,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q070,parsed,Ionic conductivity = 7.3479 ± 1.8302 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q070/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.1,0.9]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.75",6.6875,0.9782,2,119.0,1.0,298.0,0.75,2.0,70.0,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank02_row119_q0p75,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q075,parsed,Ionic conductivity = 6.6875 ± 0.9782 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q075/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.1,0.9]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.8",6.8331,2.4289,2,119.0,1.0,298.0,0.8,2.0,70.0,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank02_row119_q0p80,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q080,parsed,Ionic conductivity = 6.8331 ± 2.4289 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q080/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.1,0.9]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.85",4.9931,1.0047,2,119.0,1.0,298.0,0.85,2.0,70.0,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank02_row119_q0p85,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q085,parsed,Ionic conductivity = 4.9931 ± 1.0047 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q085/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.1,0.9]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.9",3.2961,0.6513,2,119.0,1.0,298.0,0.9,2.0,70.0,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,55.0,3.0,55.0,7.207090909090907,0.3996545454545456,cluster02_rank02_row119_q0p90,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q090,parsed,Ionic conductivity = 3.2961 ± 0.6513 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q090/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.1,0.9]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",1
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.7",0.1285,0.0218,5,13616.0,1.0,213.15,0.7,1.0,463.0,76.95,2.215,76.95,2.215,0.01,24.0,4.0,24.0,77.23833333333334,2.177833333333333,cluster05_rank01_row13616_q0p70,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q070,parsed,Ionic conductivity = 0.1285 ± 0.0218 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q070/output_LELiB_MDLab.txt,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,"[""EC"",""PC""]","[0.5,0.5]",representative_row_index from cluster_summary.csv,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",1
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.75",0.1458,0.0291,5,13616.0,1.0,213.15,0.75,1.0,463.0,76.95,2.215,76.95,2.215,0.01,24.0,4.0,24.0,77.23833333333334,2.177833333333333,cluster05_rank01_row13616_q0p75,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q075,parsed,Ionic conductivity = 0.1458 ± 0.0291 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q075/output_LELiB_MDLab.txt,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,"[""EC"",""PC""]","[0.5,0.5]",representative_row_index from cluster_summary.csv,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",1
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.8",0.1375,0.0948,5,13616.0,1.0,213.15,0.8,1.0,463.0,76.95,2.215,76.95,2.215,0.01,24.0,4.0,24.0,77.23833333333334,2.177833333333333,cluster05_rank01_row13616_q0p80,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q080,parsed,Ionic conductivity = 0.1375 ± 0.0948 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q080/output_LELiB_MDLab.txt,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,"[""EC"",""PC""]","[0.5,0.5]",representative_row_index from cluster_summary.csv,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",1
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.85",0.0971,0.0341,5,13616.0,1.0,213.15,0.85,1.0,463.0,76.95,2.215,76.95,2.215,0.01,24.0,4.0,24.0,77.23833333333334,2.177833333333333,cluster05_rank01_row13616_q0p85,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q085,parsed,Ionic conductivity = 0.0971 ± 0.0341 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q085/output_LELiB_MDLab.txt,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,"[""EC"",""PC""]","[0.5,0.5]",representative_row_index from cluster_summary.csv,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",1
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.9",0.0714,0.0126,5,13616.0,1.0,213.15,0.9,1.0,463.0,76.95,2.215,76.95,2.215,0.01,24.0,4.0,24.0,77.23833333333334,2.177833333333333,cluster05_rank01_row13616_q0p90,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q090,parsed,Ionic conductivity = 0.0714 ± 0.0126 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q090/output_LELiB_MDLab.txt,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,"[""EC"",""PC""]","[0.5,0.5]",representative_row_index from cluster_summary.csv,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",1
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.7",8.8439,1.7048,6,10873.0,0.388663968,333.0,0.7,1.0,348.0,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,23.0,5.0,23.0,32.68982608695651,1.1366695652173908,cluster06_rank01_row10873_q0p70,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q070,parsed,Ionic conductivity = 8.8439 ± 1.7048 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q070/output_LELiB_MDLab.txt,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",representative_row_index from cluster_summary.csv,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",1
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.75",10.5148,0.4449,6,10873.0,0.388663968,333.0,0.75,1.0,348.0,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,23.0,5.0,23.0,32.68982608695651,1.1366695652173908,cluster06_rank01_row10873_q0p75,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q075,parsed,Ionic conductivity = 10.5148 ± 0.4449 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q075/output_LELiB_MDLab.txt,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",representative_row_index from cluster_summary.csv,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",1
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.8",11.974,2.4536,6,10873.0,0.388663968,333.0,0.8,1.0,348.0,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,23.0,5.0,23.0,32.68982608695651,1.1366695652173908,cluster06_rank01_row10873_q0p80,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q080,parsed,Ionic conductivity = 11.9740 ± 2.4536 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q080/output_LELiB_MDLab.txt,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",representative_row_index from cluster_summary.csv,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",1
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.85",9.574,1.4616,6,10873.0,0.388663968,333.0,0.85,1.0,348.0,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,23.0,5.0,23.0,32.68982608695651,1.1366695652173908,cluster06_rank01_row10873_q0p85,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q085,parsed,Ionic conductivity = 9.5740 ± 1.4616 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q085/output_LELiB_MDLab.txt,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",representative_row_index from cluster_summary.csv,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",1
