job_id,folder_name,collection_status,conductivity_mS_cm,conductivity_uncertainty_mS_cm,conductivity_raw_line,folder_path,output_file,cluster_id,original_row_index,doi,representative_doi,cation_name,anion_name,salt_conc,solvents,solvent_fracs,temperature,q_scale,cluster_rank_in_sampling,selection_reason,source_row_number,weighted_permittivity,weighted_viscosity_mpa_s_25c,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,conductivity,composition_summary,duplicate_identity,cluster_size,cluster_sampling_order
cluster05_rank01_row13616_q0p70,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q070,parsed,0.1285,0.0218,Ionic conductivity = 0.1285 ± 0.0218 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q070/output_LELiB_MDLab.txt,5,13616,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.5,0.5]",213.15,0.7,1,representative_row_index from cluster_summary.csv,463,76.95,2.215,76.95,2.215,0.01,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",24,4
cluster05_rank01_row13616_q0p75,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q075,parsed,0.1458,0.0291,Ionic conductivity = 0.1458 ± 0.0291 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q075/output_LELiB_MDLab.txt,5,13616,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.5,0.5]",213.15,0.75,1,representative_row_index from cluster_summary.csv,463,76.95,2.215,76.95,2.215,0.01,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",24,4
cluster05_rank01_row13616_q0p80,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q080,parsed,0.1375,0.0948,Ionic conductivity = 0.1375 ± 0.0948 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q080/output_LELiB_MDLab.txt,5,13616,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.5,0.5]",213.15,0.8,1,representative_row_index from cluster_summary.csv,463,76.95,2.215,76.95,2.215,0.01,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",24,4
cluster05_rank01_row13616_q0p85,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q085,parsed,0.0971,0.0341,Ionic conductivity = 0.0971 ± 0.0341 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q085/output_LELiB_MDLab.txt,5,13616,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.5,0.5]",213.15,0.85,1,representative_row_index from cluster_summary.csv,463,76.95,2.215,76.95,2.215,0.01,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",24,4
cluster05_rank01_row13616_q0p90,Li_PF6_1p0M_EC0p5PC0p5_T213p15_q090,parsed,0.0714,0.0126,Ionic conductivity = 0.0714 ± 0.0126 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p5PC0p5_T213p15_q090/output_LELiB_MDLab.txt,5,13616,10.1016/0378-7753(91)80004-H,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.5,0.5]",213.15,0.9,1,representative_row_index from cluster_summary.csv,463,76.95,2.215,76.95,2.215,0.01,EC:0.500+PC:0.500,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",24,4
cluster06_rank01_row10873_q0p70,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q070,parsed,8.8439,1.7048,Ionic conductivity = 8.8439 ± 1.7048 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q070/output_LELiB_MDLab.txt,6,10873,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,0.388663968,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",333.0,0.7,1,representative_row_index from cluster_summary.csv,348,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",23,5
cluster06_rank01_row10873_q0p75,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q075,parsed,10.5148,0.4449,Ionic conductivity = 10.5148 ± 0.4449 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q075/output_LELiB_MDLab.txt,6,10873,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,0.388663968,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",333.0,0.75,1,representative_row_index from cluster_summary.csv,348,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",23,5
cluster06_rank01_row10873_q0p80,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q080,parsed,11.9740,2.4536,Ionic conductivity = 11.9740 ± 2.4536 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q080/output_LELiB_MDLab.txt,6,10873,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,0.388663968,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",333.0,0.8,1,representative_row_index from cluster_summary.csv,348,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",23,5
cluster06_rank01_row10873_q0p85,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q085,parsed,9.5740,1.4616,Ionic conductivity = 9.5740 ± 1.4616 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q085/output_LELiB_MDLab.txt,6,10873,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,0.388663968,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",333.0,0.85,1,representative_row_index from cluster_summary.csv,348,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",23,5
cluster06_rank01_row10873_q0p90,Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q090,parsed,11.8359,2.5263,Ionic conductivity = 11.8359 ± 2.5263 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p388663968M_EC0p27PC0p1DMC0p63_T333p0_q090/output_LELiB_MDLab.txt,6,10873,10.1149/1.1872737,10.1149/1.1872737,Li,PF6,0.388663968,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",333.0,0.9,1,representative_row_index from cluster_summary.csv,348,32.473,1.1377,12.621085032864,0.4421829963936,12.29547642,EC:0.270+PC:0.100+DMC:0.630,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",23,5
